,Open,High,Low,Close,Volume
2023-10-31,17192.383871909657,17351.83597597728,17118.20228919017,17192.383871909657,1444543.0
2023-11-30,16207.46278343448,16414.34963726742,16043.10648774332,16207.46278343448,1125133.0
2023-12-31,17297.502373311476,17309.599044143004,17198.807065463603,17297.502373311476,636362.0
2024-01-31,18324.41784685466,18472.295718251986,18180.59016795839,18324.41784685466,1023484.0
2024-02-29,18062.977093985377,18150.90806534,17606.76860773061,18062.977093985377,389258.0
2024-03-31,18122.751321637985,18213.47594709108,17770.114642024833,18122.751321637985,1906163.0
2024-04-30,18267.83320003995,18429.386863168926,18076.325773140543,18267.83320003995,1962635.0
2024-05-31,20489.90280640146,20594.67799688365,20444.516575032478,20489.90280640146,244205.0
2024-06-30,18029.907536092196,18333.71697585413,17858.63823917486,18029.907536092196,488827.0
2024-07-31,19911.535696428688,20199.035680555848,19819.857579336865,19911.535696428688,453738.0
2024-08-31,22854.871759241618,22984.862223703007,22720.457557094007,22854.871759241618,1565203.0
2024-09-30,26716.260616184416,27087.103464650678,26713.178696163457,26716.260616184416,739374.0
2024-10-31,32553.567581440297,33064.62083721476,32420.03691531114,32553.567581440297,1546237.0
